연번,평일주말,호선,역번호,역명,구분,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,5:00,6:00,7:00,8:00,9:00,0:00
442,평일,3,328,잠원,하행,,,,,,37.4,37.2,35.4,48.8,43.2,45.6,64.8,49.3,64.8,37.6,27.4,29.4,33.6,19.6,7.4,32.2,52.6,69.6,43.6,5.2
443,평일,3,329,고속터미널,상행,,,,,,34.6,41.4,49,40,46.6,53.2,54.6,71.5,81.2,49.6,35.3,31.8,35.1,17.3,3.6,12.3,29.9,50.2,52.8,6.6
444,평일,3,329,고속터미널,하행,,,,,,42.2,40,37.7,53.2,45.4,45.7,65.2,51.2,64.3,39.1,28.9,29.2,32.1,18.4,8.8,38,69.1,94.6,55.4,5.8
445,평일,3,330,교대,상행,,,,,,36.2,44.2,51.4,41.8,52.1,59,66.6,85.9,102,57.2,38.4,37,43.2,18.4,4,14.8,33.6,48.2,45.1,7.2
446,평일,3,330,교대,하행,,,,,,30.2,29.6,29.2,40,37.3,37.2,54.4,44.4,57.2,32.4,25,25.6,31.2,17.9,10.2,36.8,59.6,81.5,39.5,5.4
447,평일,3,331,남부터미널,상행,,,,,,31.6,37.9,42.4,32.8,39.8,46.6,54,71.3,82.2,43,29,29.2,33.3,13.3,4,12.5,32.6,46.4,39.1,5.4
448,평일,3,331,남부터미널,하행,,,,,,23.6,25,24.6,32.8,32.8,30.8,48,42,54.6,30.6,23.8,25.8,27.2,16.4,9.1,30.5,49.2,61.2,30.9,4.6
449,평일,3,332,양재,상행,,,,,,30,33,35.7,27.6,34.8,37.4,46.2,54.8,66.2,34.9,23,22.8,26,10.7,4.2,13.4,34.1,48.8,37,3.2
450,평일,3,332,양재,하행,,,,,,15.8,18.8,18.9,25.2,26.8,25.8,41.8,39.8,52,28.8,22.2,24,24.9,14.9,3.8,20.4,29.2,32.6,17.1,3.8
451,평일,3,333,매봉,상행,,,,,,26.5,28,29.8,22.6,26.3,28,33.4,36.3,38.4,19.6,13.2,13,18,7.3,4.6,13.8,35.6,53.1,37.2,2.6
452,평일,3,333,매봉,하행,,,,,,14,16.9,18,23.2,26.2,25,40.8,40.4,52.5,27.5,22.1,23.9,25,14,3.9,18.6,26.7,25,14.4,3.9
453,평일,3,334,도곡,상행,,,,,,25.2,26.8,28.1,21.2,24.2,25.4,30.6,31.8,31.4,17.4,11.6,11.1,17.9,6.5,4.2,13.6,35.8,55.8,35.4,2.8
454,평일,3,334,도곡,하행,,,,,,11.6,14.2,14.8,20,22.6,22,35,34.6,44.7,23.9,18.8,19.6,22.2,12.8,3.6,16.8,23.2,22.6,11,4.8
455,평일,3,335,대치,상행,,,,,,22,22.7,24.2,18,20.7,21,24.9,28.1,25.8,13.8,9.5,9,14.1,5.4,3.6,12.5,32.8,47.6,30.8,2.2
456,평일,3,335,대치,하행,,,,,,10,12.5,13,17.2,19.4,19.1,29.8,30.3,40.6,21.4,17.5,17.5,25,10.3,3.6,14.9,21.2,20.4,10,4
457,평일,3,336,학여울,상행,,,,,,20,20.5,21.6,16.7,19.8,20.2,25.2,26.8,24,12,8.2,7.4,7.6,4.6,2.8,10.7,29,44.2,27.6,2.2
458,평일,3,336,학여울,하행,,,,,,9.3,12,12.8,16,18.4,18.4,29.4,30.2,38.9,22.5,17.3,17.2,24.6,10,3.6,14.8,21,20.2,10,3.8
459,평일,3,337,대청,상행,,,,,,19.9,19.8,21.6,16.1,19.2,19.4,24.6,25.5,22.6,11.8,8,7.4,7.5,4.6,3.5,10,30.4,44,26.2,2.2
460,평일,3,337,대청,하행,,,,,,8.9,11.3,11.8,14.6,17.6,17.4,25.9,28.4,35.2,19.7,15.2,14.6,19.5,8,3.6,13.4,18.8,18.4,9.4,3.2
461,평일,3,338,일원,상행,,,,,,17.8,17.8,19.8,14.6,17.5,17,20.9,22.4,19.8,10.4,7.4,6.7,7.2,4.6,3.3,8.8,26.8,39.8,22.8,2.3
462,평일,3,338,일원,하행,,,,,,7.2,10.4,9.6,12.2,15.4,16.4,24.5,28.4,33.6,18,13.5,12.8,17.2,7.6,3.5,10.4,14,17.2,8,2.6
463,평일,3,339,수서,상행,,,,,,16.5,15,15.9,12.8,14.4,13.2,15.8,16.5,18.4,9.1,6.9,6.4,6.6,4.6,3.4,8.8,25,38.2,20.4,1.7
464,평일,3,339,수서,하행,,,,,,6.6,10,8.9,12,14,15.6,23.8,28.5,33.1,17,12.6,12.2,16,7.4,3.7,7.8,11.6,16.5,7.4,2.6
465,평일,3,340,가락시장,상행,,,,,,14.4,14,14.7,11.8,14,11.8,17.8,20.2,18.6,8.5,6.4,5.8,6.6,3.4,5.9,20.5,35,42.6,21.4,1.5
466,평일,3,340,가락시장,하행,,,,,,6,6.5,6.6,8,8.8,10.6,18.2,19.2,23.6,16.2,10.6,11.4,11.8,9,0,5.4,7.6,12.6,5.8,2.4
467,평일,3,341,경찰병원,상행,,,,,,9.4,9.4,9.6,7.6,8.8,7.1,11.2,12.4,11.2,4.8,3.4,3.2,4,2.2,4.6,13.6,24.8,27.6,14.1,0.4
468,평일,3,341,경찰병원,하행,,,,,,4.4,5,4.8,6.2,6.6,8.2,15,16.8,19.6,12.4,8.4,9,9.2,6.6,0,4.4,5.6,8.2,3.2,1.6
469,평일,3,342,오금,상행,,,,,,7.4,7.3,7.2,6,6.4,5.2,8.5,8.9,7.6,3.6,2.5,2.4,3,1.9,3.8,10.6,20.2,23.4,11.7,0.2
470,주말,3,309,지축,상행,,,,,,17.1,19.8,28.2,32.4,35.6,34.3,45.8,41.9,44,37.9,29.5,25,32.6,33.6,5.8,6.9,8.6,12,21.6,0
471,주말,3,309,지축,하행,,,,,,44.6,46.6,46.2,43.7,41.8,39.8,39,34.5,22.7,20.2,14.2,10.9,11.5,5.6,13.4,13,20.6,30.9,42,0
472,주말,3,310,구파발,상행,,,,,,13.2,11.6,14.4,16.7,18.4,19,24,25.1,28.4,21.6,20,21.3,21.9,8.8,6.1,6.7,4.4,7.1,11.2,0
473,주말,3,310,구파발,하행,,,,,,34.6,31.7,31.1,26.2,25.9,24.7,25.3,22.6,19.1,12.7,11,11.4,8.2,5.4,1.4,9.4,13.2,24.9,29,0
474,주말,3,311,연신내,상행,,,,,,16.3,17,18.2,20.5,23.2,23.8,28.5,29.7,30.8,26,23.5,27.3,23.6,14.8,6.4,8,6.5,10.2,16.2,2.4
475,주말,3,311,연신내,하행,,,,,,37.8,36.8,32.1,29.5,27,25.2,24.8,21.6,16.2,12.6,10.9,10.9,8.2,7.2,3.6,11.5,15.1,27.6,31.4,0
476,주말,3,312,불광,상행,,,,,,18.1,19.4,21.3,23.4,27.5,28.2,34.6,38,38.7,32.7,31.1,35.5,30,21.3,5.8,7.8,7.3,11.7,18.3,2.7
477,주말,3,312,불광,하행,,,,,,43.5,42.9,39.4,33.4,31.4,29.8,29.5,25.2,18.9,14.8,12.5,12.5,9.6,8.2,5.5,13.7,19.3,31.6,37.2,0
478,주말,3,313,녹번,상행,,,,,,17.9,18.5,21.5,24.3,26.6,28.6,35.8,39,39.8,32.8,32.7,37,30.1,21,5,6.7,7.1,11.8,18.6,0
479,주말,3,313,녹번,하행,,,,,,45.7,48.6,43,36.2,33.5,31.2,30.6,26.2,19.2,14.8,12.6,12.2,9.3,7.6,6.8,15.3,21.6,35.1,41.1,0
480,주말,3,314,홍제,상행,,,,,,17.8,18.4,21.7,24.6,27.8,30.2,37.9,41.8,43.1,36,35.7,39.9,33.5,22.6,4.4,6.2,7.1,12.2,18.8,0
481,주말,3,314,홍제,하행,,,,,,48.2,54.1,48.2,38.3,37.2,34.2,33.3,28.8,21.8,15.3,13.2,12,9.6,7.2,8.2,16.7,22.4,37.6,45.7,0
482,주말,3,315,무악재,상행,,,,,,18.2,19.9,22.6,26,28.3,33.9,41.2,45,47.5,38.2,41.3,43.2,37.1,25.6,3.9,6.8,7.7,12.9,19.6,0
483,주말,3,315,무악재,하행,,,,,,49.5,55.3,48.9,40,37.9,34.9,34,29.3,22,15.4,13.2,11.2,10,7.3,8.5,17,23,38.6,46.8,0
484,주말,3,316,독립문,상행,,,,,,18.4,20.2,22.9,26.4,29,34.6,41.9,46.1,48.9,39.1,42.4,43.8,38,26.1,3.8,6.8,7.8,12.9,19.9,0
485,주말,3,316,독립문,하행,,,,,,51.4,53.9,50.5,41.4,39.5,37,36,30.9,22.8,15.7,13.4,11.4,10.1,7,7,17.3,21.9,38.6,47,0
486,주말,3,317,경복궁,상행,,,,,,21.6,21.5,24.5,27.9,31,35,42.7,47,49.8,39.9,43.2,44,39,27,4.3,6.6,8.1,14.3,22.9,3.1
487,주말,3,317,경복궁,하행,,,,,,50.4,56.9,54,46.7,47.3,47.3,48.2,44.2,32.3,23.6,19.3,17.6,14.4,9.7,7.9,16.7,20.9,36.9,47.5,0
488,주말,3,318,안국,상행,,,,,,35.8,35.1,38.1,39.8,43.9,43.3,47.1,51.6,50.2,39.1,43.4,43.9,39.2,23.7,4.4,7,9.7,19.3,34.8,0
489,주말,3,318,안국,하행,,,,,,49.2,56.3,55.6,49.2,53.1,55.5,60.2,57.6,43.9,32.6,26.1,23.1,18.8,10.2,7.9,16.2,20.2,35.8,46.2,0
490,주말,3,319,종로3가,상행,,,,,,47.3,47.3,50.3,51.4,55.3,50.9,51.9,53.7,50.4,38.3,44,41.6,38.2,23.9,4.3,7.8,12.3,24.8,42.5,0
491,주말,3,319,종로3가,하행,,,,,,38.1,41.8,42.4,38.4,42.2,44,49.3,46.8,39.3,27.7,23.3,21.5,17.2,9.4,6.7,12.2,14.9,28.6,35.9,0
492,주말,3,320,을지로3가,상행,,,,,,36.1,37,40.2,41.4,41.7,42.1,41.6,44,39.9,30.1,35.2,34,30,18.8,2.4,5.3,8.6,18.5,30.4,0
493,주말,3,320,을지로3가,하행,,,,,,34,36.9,36.2,35,37.4,39.4,44.4,43.4,36.3,27.2,23,22.7,19.6,11.8,6.2,10.8,12.7,25.4,30.9,0
494,주말,3,321,충무로,상행,,,,,,32,34.2,37.7,38.6,38,38.8,39.1,42.9,38.3,28.3,31.7,30.4,25.9,16,2.2,4.8,7.7,16,26.8,0
495,주말,3,321,충무로,하행,,,,,,36.9,40.1,38.1,36.9,37.6,39,44.2,43.2,35.8,26.6,23,22.7,19.4,11.8,6.6,13.4,14.9,29.6,34.7,0
496,주말,3,322,동대입구,상행,,,,,,28.1,33.3,38.4,40.6,37.1,39.4,43.8,44.4,42.2,30.2,35.6,34.8,28.5,16.8,2.9,4.8,7.2,14.4,23,0
497,주말,3,322,동대입구,하행,,,,,,33.7,37.6,36,35,37.2,38.5,43,41.7,34.5,27.2,23.6,25.5,21.5,12.4,6.8,12.3,13.6,26,32,0
498,주말,3,323,약수,상행,,,,,,29.4,34.3,39,41,36.8,38.1,43,42.8,40.3,28.6,34.3,29.1,26.1,16.4,2.8,5,7.7,15.6,24.5,0
499,주말,3,323,약수,하행,,,,,,38.8,43.5,39.3,40.5,40.6,42,46.7,45.3,37.6,28.4,25.1,26.2,22.6,14.2,9.1,15.3,15,30,38.2,0
500,주말,3,324,금호,상행,,,,,,30.8,36.9,42.2,45.1,40.7,42.6,48.6,48.6,45.4,33,38.7,33.2,31.3,18.4,3.8,5.1,7.8,16.9,24.6,0
501,주말,3,324,금호,하행,,,,,,39.8,43.4,39.9,40.8,40.7,41.9,45.8,44.7,36.9,27.7,24.7,25.4,22,13.6,9.7,15.7,15.3,29.4,39.3,0
502,주말,3,325,옥수,상행,,,,,,30.2,36.2,42.3,43.9,40,42.5,48,49.6,45.7,33.5,39.2,33.7,32.2,19.1,3.5,4.9,7.8,16.6,24.4,0
503,주말,3,325,옥수,하행,,,,,,44.1,47.6,43.8,44.3,43.9,44.8,48.3,47.2,38.4,28.8,25.2,25.8,22.1,13.7,10.8,17.2,16.7,32.6,44.6,0
504,주말,3,326,압구정,상행,,,,,,31.2,37.8,44.4,46.4,43.7,45.7,52.7,53.9,50.3,37.4,44.6,37.9,35.8,20.4,3.6,5.3,8.3,17.2,25,0
505,주말,3,326,압구정,하행,,,,,,39.1,43.2,41.4,42.4,43.8,45,49.6,48.4,41,31.8,29.1,28.2,25.3,13.8,3.9,16.9,13.9,27.4,36.2,0
506,주말,3,327,신사,상행,,,,,,35.3,42.1,45.8,47.8,43,44.4,50,50.3,45,33.8,37.8,33.6,32.4,17.4,2.9,6,9.6,21.3,31.2,0
507,주말,3,327,신사,하행,,,,,,29.7,35,35.7,34.8,38.4,37,44.2,43.2,34.9,28.5,27.7,27.1,24.8,13.2,4.3,14.9,11.9,22.6,27.7,0
508,주말,3,328,잠원,상행,,,,,,33.8,37.7,41.6,43.2,37.8,39.4,42.7,44.5,39.4,27.8,32.1,26,24.7,12.1,2.4,6,8.7,19.8,30.7,0
509,주말,3,328,잠원,하행,,,,,,30,35.7,36.1,35.5,38.6,37.2,44.4,43.2,34.9,28.4,27.7,27,24.5,13,4.4,14.7,12,22.6,27.8,0
510,주말,3,329,고속터미널,상행,,,,,,33.4,37.1,41.3,42.9,37.8,39.6,42.8,44.7,39.8,28,32.2,26.1,25.2,12.6,2.4,6.3,8.8,20.1,30.9,0
511,주말,3,329,고속터미널,하행,,,,,,31.5,36.7,39,36,37.3,36.3,44.5,43.2,37.7,30.4,30.6,27.1,25.9,12.8,4.6,16.2,12.5,24.2,30.4,0
512,주말,3,330,교대,상행,,,,,,32.9,37.6,41.3,45.7,39.9,42,44.1,46.6,41,26.6,28,24.9,25.6,11.7,3.1,7.5,10.2,21.3,29.4,0
513,주말,3,330,교대,하행,,,,,,28.3,29.6,30,30,30.8,30.5,36.7,34.7,30.7,24.8,24.5,20.8,21.6,11.4,5.6,16,11.6,22.6,24,0
514,주말,3,331,남부터미널,상행,,,,,,28.1,31.5,35.9,36.7,31.4,34.3,36,37.2,31.8,21.3,22.6,19.9,21.3,8.5,2.4,6.1,9,17.3,24,0
515,주말,3,331,남부터미널,하행,,,,,,21.8,23.8,23.4,22.9,24.2,24.1,29.3,28.6,25.3,21,21.3,18.7,20.2,10.6,4.8,12.6,9.2,18.5,19.7,0
516,주말,3,332,양재,상행,,,,,,24.4,26.6,30.5,31.4,26.1,28,28.7,28.7,24.7,15.4,16.3,15.1,16.5,7,2.4,5.9,8.7,16.2,21.3,0
517,주말,3,332,양재,하행,,,,,,15.1,16.5,18.6,18.7,18.9,20.4,22.7,23.1,21.3,17.3,16.6,15.2,16.2,9.2,2.6,8.6,6.6,14.2,14.6,1
518,주말,3,333,매봉,상행,,,,,,21.8,24,25.8,26.1,19.7,21.2,22.2,23.8,18,10.1,10.9,10.6,13.4,5.8,2.4,5.9,8.2,15.4,19.8,0
519,주말,3,333,매봉,하행,,,,,,13.2,15.8,17.8,18.2,18,19.5,21.5,22,20.5,16.5,16.2,14.8,15.9,8.8,2.7,8,6.1,12.8,14,0.8
520,주말,3,334,도곡,상행,,,,,,21,22.7,24.7,24.9,18.5,20,21,22.8,17.3,9.4,10.1,9.2,13.4,5.7,2.4,5.7,8,15,19.4,0
521,주말,3,334,도곡,하행,,,,,,11.4,12.8,15.3,15.5,15.8,16.1,18,18.2,17.8,13.9,13.5,13.4,13,7.5,2.6,7,5.1,10.3,12,0
522,주말,3,335,대치,상행,,,,,,18,18.7,20.8,21.2,15.2,16.7,17.6,19.5,14.4,7.8,7.9,7.4,11.2,5.2,2.1,4.7,7,13.2,16.7,0
523,주말,3,335,대치,하행,,,,,,10.4,10.9,12.6,13,14.1,15.4,15.6,18,16.4,13,12.5,12.6,13.7,6.4,2.5,6.3,4.4,7.2,9.4,0
524,주말,3,336,학여울,상행,,,,,,16.9,17.2,18.7,19.2,12.9,14.7,15.6,14.6,11.9,6.6,6.5,5.8,6.3,5,1.7,4.5,6.5,12.8,16,0
525,주말,3,336,학여울,하행,,,,,,8.3,9.5,11.3,11.2,12.6,14.2,15.4,18,16.4,12.8,12.4,12.4,13.5,6.3,2.6,6.7,4.4,6.7,7.7,0
526,주말,3,337,대청,상행,,,,,,17.4,16.3,18.3,17.7,12.2,13.3,13.3,12.8,9.6,6.4,6.3,5.7,6.2,5.1,1.6,4.7,6.5,12.8,16.5,0
527,주말,3,337,대청,하행,,,,,,8.2,9.3,10.8,10.2,11.5,12.9,13.9,16.2,14.6,11.2,10.7,10.4,11.6,5.6,2.8,6.4,4.2,6.6,7.5,0.6
528,주말,3,338,일원,상행,,,,,,15.5,13.9,16.3,15.9,10.8,12,12.1,11.5,8.9,6,6.3,5.7,5.8,4.8,1.4,4.2,5.6,11.2,14.4,0
529,주말,3,338,일원,하행,,,,,,7.5,8.8,10.4,9.8,10.8,11.8,13.7,14.5,13.6,10,9.5,9.4,10.9,4.8,2.8,5.7,3.6,5.6,7.1,0.4
530,주말,3,339,수서,상행,,,,,,14,12.4,14.6,14.1,10.1,10.6,10.8,10.6,8,5.9,6.1,5.9,5.6,4.9,1.7,4,5.5,11.4,13.4,0
531,주말,3,339,수서,하행,,,,,,8.3,9.1,10.9,10.4,9.9,12,13.4,13.2,12.7,8.9,8.2,8.8,10.4,4.7,2.8,4,3.2,5.6,6.6,0
532,주말,3,340,가락시장,상행,,,,,,12,12,14.6,12.5,10,10.2,10.4,10.4,9.1,6.4,7.4,7.2,5.3,4.1,3.2,7.6,5.5,10.9,14.4,0
533,주말,3,340,가락시장,하행,,,,,,5,5.1,6.1,6.5,6,7.4,8.8,9.7,8.1,7.2,7.7,7,9.1,5.9,0,3.2,2.2,3.9,4.3,0
534,주말,3,341,경찰병원,상행,,,,,,7.8,7.8,9.9,8.2,6.2,6.4,6.2,6.2,5.2,3.4,4.4,4.6,3,1,2.4,5.1,4.2,7.2,9.4,0
535,주말,3,341,경찰병원,하행,,,,,,4.4,4,5.2,5.3,4.7,6.5,6.6,7.6,6.6,5.4,5.6,5.4,7.6,4.3,0,2.6,1.8,3.2,3.5,0
536,주말,3,342,오금,상행,,,,,,6,6.2,7.7,6.2,5,5,5.1,5.4,4,2.8,3.8,3.9,2.5,0.8,2,4.4,3.3,5.7,7.4,0
537,평일,3,309,지축,상행,,,,,,13.6,18.2,21.2,22.6,25.8,34,38,51.8,103.1,71,39.1,38.8,37.7,32.7,11.5,13.5,17.2,21.3,16,16
538,평일,3,309,지축,하행,,,,,,39.6,34.6,30.1,26.7,23.3,23.5,27.1,27.7,27.4,17.4,11.6,10.3,10.2,6,21,49.7,92.5,90,57.4,2.7
539,평일,3,310,구파발,상행,,,,,,8.8,11.9,17.9,19.6,17.9,30.8,28.5,48.4,55,40.3,25.2,27.4,21.9,19.1,12.1,10.4,11.4,11.1,8.8,4.3
540,평일,3,310,구파발,하행,,,,,,36.9,27.7,28.6,29,19.6,26.8,25.8,21.8,17.2,10.8,9.9,10.4,9.6,5.8,9.2,36,63.5,69.4,39.8,2.7
541,평일,3,311,연신내,상행,,,,,,11.6,15.6,21.6,24.5,23.4,37.8,37.6,55.1,72.7,45.2,33.3,31.1,30.2,22.8,12,12.6,13.6,13.4,11.6,6.2
542,평일,3,311,연신내,하행,,,,,,42.3,28.2,30.4,30.8,20.2,26.8,26,19,15.6,10.3,8.2,9.4,8.4,5.6,13.6,40,71.3,77.1,47.7,2.4
543,평일,3,312,불광,상행,,,,,,13.2,18.5,25.7,28.8,28.2,46.8,45.2,73.2,93.8,59.6,42.4,39.5,39.2,28.9,10.4,13.3,14.6,14.8,13.3,9.9
544,평일,3,312,불광,하행,,,,,,47.2,34,32.6,35.5,24,29.4,29.5,22.6,19.1,12.2,9.8,11.2,9.4,7,17.8,46.2,82,93.6,57.8,2.4
545,평일,3,313,녹번,상행,,,,,,12.6,17.9,26.6,28.2,29.1,48.4,46.1,74.8,94.6,61.4,43.4,39.6,40.4,30.2,9.8,10.8,13.3,13.4,13,11
546,평일,3,313,녹번,하행,,,,,,51.4,36.6,35.1,38,25.2,29.9,30.5,23.2,19.4,12.6,9.8,10.5,9.2,6.5,21,52.4,93.6,107,65.7,2.8
547,평일,3,314,홍제,상행,,,,,,12.6,18.5,27.4,28.7,31,51.4,50.6,88.1,104.2,69.1,48.2,44.7,45.2,34.3,8.9,10.5,12.2,12.9,12.6,12.8
548,평일,3,314,홍제,하행,,,,,,56.2,40.6,37.9,43,27.2,30.7,33.6,25.1,20.2,12.8,9.9,11,8.9,6.6,24.2,52.8,100,116.8,71.4,2.4
549,평일,3,315,무악재,상행,,,,,,13.2,19.8,28.6,30.6,33.4,56.1,54.8,94.8,112.3,73.2,51.4,48.4,52.2,34,7.8,10.5,12,13,13,12.6
550,평일,3,315,무악재,하행,,,,,,58.2,41.4,38.9,43.2,27.7,31.2,34.8,24.9,20.9,12.6,10,11.1,9.1,6.7,24.9,54,102.4,121.5,74.2,2.4
551,평일,3,316,독립문,상행,,,,,,13.3,20,28.6,31.2,34.8,58.3,56.8,96.4,114.7,75.2,52.8,49.8,53.8,33.8,7.4,10.1,12,12.9,13.2,13.2
552,평일,3,316,독립문,하행,,,,,,58.9,42.6,39.8,45,28.7,31.4,36.2,26,21.7,13.4,10.1,11.2,9.2,6.6,17,55.2,100.6,122,75.8,2.2
553,평일,3,317,경복궁,상행,,,,,,14.1,20.5,30.8,31.4,36.1,58.6,59.8,100.6,114,76.5,53,50.5,55,34.7,7.6,9.8,12.8,13.8,13.8,11.2
554,평일,3,317,경복궁,하행,,,,,,59.8,47.1,44.4,53.3,37,40.6,49.8,37,34.5,18.9,14.5,17.2,13.6,9,17.4,52,96.5,116.8,74.6,2.4
555,평일,3,318,안국,상행,,,,,,22.2,28.8,39,38,40.3,61.6,61.9,100.8,111,74,52.2,49.3,54.9,34.8,8.1,11.8,17.4,27,25.8,11.6
556,평일,3,318,안국,하행,,,,,,58.9,47.7,46.9,59.6,45.4,51.2,67,51.3,50.2,25.8,19.8,23.3,17.4,10.8,17,48.9,87.6,107.4,71.4,2.4
557,평일,3,319,종로3가,상행,,,,,,30.3,38.4,47.7,44,44.8,63.6,61.3,97,105,71.4,49.4,46.8,53.8,33,8.3,15.8,30,39.8,36.1,11.6
558,평일,3,319,종로3가,하행,,,,,,46.3,38.6,37.4,50.2,39.2,43.4,60.8,44,48.1,23.6,18.8,21.4,18.2,11.2,13.8,38.5,69.1,85.2,57.2,3
559,평일,3,320,을지로3가,상행,,,,,,26,33.8,41.3,37.2,38.2,52.4,49.4,78.1,86.4,58.4,39.8,37.6,43.2,24.2,4,11.4,24.4,35,30.7,9.6
560,평일,3,320,을지로3가,하행,,,,,,41.2,35.4,34.4,48.3,38.7,42.5,58.8,46.4,54.8,25.6,20.6,23.8,21.9,14.2,12,31.2,53.5,66,49.8,3.8
561,평일,3,321,충무로,상행,,,,,,26.1,32.6,40.3,35.2,37,49,45.4,68.4,73.2,50.8,34.5,32,37.8,20,4.4,11.2,26.4,41.5,30.2,8.4
562,평일,3,321,충무로,하행,,,,,,45.1,37.2,37.4,51.7,41.2,44.8,63,49,58.4,27.9,20.8,24.5,23.8,14.9,11.2,36.4,59.8,71.3,56.6,3.9
563,평일,3,322,동대입구,상행,,,,,,26.4,34.2,43.1,37.4,39.9,52.7,49.6,75.4,81.1,58.6,40.2,35.1,41.9,20.8,4.4,10.4,27.4,42.2,30.6,8.4
564,평일,3,322,동대입구,하행,,,,,,42.2,36,36.3,50.3,42.2,44.2,64.2,50.2,60.8,28.5,21.6,24.9,24.6,16,11.2,34.9,57.6,66.4,54.7,4.1
565,평일,3,323,약수,상행,,,,,,26.6,34.8,43.6,36.2,38.8,51.2,47.8,70.4,79.4,56.2,36.9,34,40.4,20.5,4.2,10.8,28.8,45,32.6,8.5
566,평일,3,323,약수,하행,,,,,,47.6,41,39.9,55.1,45.6,47.2,66.3,51,65.2,30.4,23,26.6,26.9,18.1,15.2,40.8,68.2,82.3,64.8,4.9
567,평일,3,324,금호,상행,,,,,,28.6,37.7,47.4,39.3,43.3,55.8,55.2,82.4,94.1,66.4,43.9,40.2,45.2,23.4,5.4,10.6,28.8,46.2,34.2,10.8
568,평일,3,324,금호,하행,,,,,,48.2,41.7,40.2,55,45.2,46.8,65.6,50,63,30,22.2,24.7,26,17,16.8,41.7,69,84.8,67,4.6
569,평일,3,325,옥수,상행,,,,,,28.4,36.9,47.4,38.2,44.8,56.6,55.9,83.6,96.4,67.9,44.8,41.2,46.8,23.7,4.6,9.7,26.8,43.3,33,8.5
570,평일,3,325,옥수,하행,,,,,,54,45.8,42.9,59.2,48.6,48.2,68.8,51.4,63.2,31.4,22.4,24.8,25.9,17.8,19.2,46,76.9,95,76.4,5.3
571,평일,3,326,압구정,상행,,,,,,29.4,38.6,50.7,40.9,50.7,63.6,64.2,93.6,108.2,74.1,49.4,46.8,53,26,4.1,10.4,26.8,41.8,33,7.8
572,평일,3,326,압구정,하행,,,,,,45.6,44.2,41,55.4,50.1,50.1,73,54.6,70.8,36.4,27.5,28.4,29.4,18.6,8.4,41.6,70.8,82.2,63,5.1
573,평일,3,327,신사,상행,,,,,,34.7,43,53.2,42.8,50.3,60.6,63.6,86.6,99.7,63.8,42.9,41.5,46,23,4,11.9,30,49.4,44.1,7.6
574,평일,3,327,신사,하행,,,,,,34.8,36.8,34.4,48.2,42.8,42,62.4,48.8,63.8,35.8,27.8,28.8,31.9,19,8,34.7,53,64.8,43.5,4.8
575,평일,3,328,잠원,상행,,,,,,33.8,38.7,48.5,38.8,46.5,51.8,54.9,72.6,80.2,47.1,32.8,31.4,35,16.9,3.9,12.5,30,49.8,51.2,6.2
576,평일,3,328,잠원,하행,,,,,,35.4,37.3,34.8,48.6,43,42.6,62.6,49.6,61.5,36,27,28.9,31.4,19.4,8.2,34.4,53.9,68.1,43,5.3
577,평일,3,329,고속터미널,상행,,,,,,33.4,38.3,47.5,39.6,47,52.2,54.8,72.6,80.4,47.6,33.6,31.8,36.2,17.6,4,13.2,29.6,49.2,50.9,6.6
578,평일,3,329,고속터미널,하행,,,,,,39.8,39,37.2,51.6,45.6,43,64.6,51.8,61.4,37.4,28.4,29.2,30.4,19,9.3,40.2,71.1,93.6,55,6
579,평일,3,330,교대,상행,,,,,,35.8,42.6,51.1,42.3,51.4,57.7,66.9,87.3,101.2,55.6,36.6,37.2,42.6,18.4,4.4,15.8,33.7,47.2,43,7.4
580,평일,3,330,교대,하행,,,,,,28.4,29,29,39.4,37.2,34.8,54.3,44.6,53.4,31.2,24,25.6,28.8,17.8,10.8,39.4,58.1,82.6,40.6,5.3
581,평일,3,331,남부터미널,상행,,,,,,31.3,36.1,41.4,33,39.3,45.9,53.8,72.2,80.6,42.6,28.8,29,31.6,13.4,4.4,13.6,32.4,45.5,37,5.4
582,평일,3,331,남부터미널,하행,,,,,,23,24.2,24.4,32.2,32.6,28.8,47,42,52.3,29.7,22.7,25.5,26,16.2,9.6,32.6,51,59.2,31.2,4.4
583,평일,3,332,양재,상행,,,,,,29.4,31.4,36,27.4,34.5,36.7,45.7,55.4,64.2,34.4,22.8,22.8,25.1,11.1,4.6,14.4,33.9,48.4,35.2,3.6
584,평일,3,332,양재,하행,,,,,,15.8,18.4,18.9,25.2,26.8,24.6,40.1,39.7,49.8,27.6,21.5,23.9,24.2,14.3,4.3,21,30.7,32.6,17.2,3.7
585,평일,3,333,매봉,상행,,,,,,26,26.8,30,22.3,26.3,27.8,33.8,36.8,38.2,19.8,13.4,13.3,18,7.4,5,14.6,35,53,35.5,3
586,평일,3,333,매봉,하행,,,,,,14,16.6,18,23.2,26.4,24,39.4,40.2,50.4,27.2,21.3,23.8,24.2,13.6,4.4,19,27.6,24.9,14.8,3.8
587,평일,3,334,도곡,상행,,,,,,24.6,25.5,28.2,20.8,23.6,25.5,30.9,32,31.1,17.4,11.9,11.3,18.1,6.6,4.5,14.5,35,55.1,34.4,2.9
